FID,Zone,Longitude,Latitude,Azimuth,TCD,SHAPE_Leng,SCE,NSM,EPR,EPRunc,LRR,LR2,LSE,LCI90,WLR,WR2,WSE,WCI90,SLA_Interp
9222,KIlifi,39.8648578,-3.747258168,291.84,231350,2500.115121,17.28,-9.49,-0.4,0.59,-0.12,0.04,4.35,0.21,-0.081387614,0.04,0.43,0.21,0.188821391
9223,KIlifi,39.86478446,-3.747431746,292.03,231375,2500.622524,17.49,-8.85,-0.37,0.59,-0.13,0.05,4.28,0.2,-0.090301449,0.05,0.43,0.2,0.188821391
9224,KIlifi,39.86470895,-3.747610166,292.19,231400,2501.198462,17.71,-7.81,-0.33,0.59,-0.11,0.04,4.22,0.2,-0.073633367,0.04,0.42,0.2,0.188821391
9225,KIlifi,39.86463592,-3.747790998,292.35,231425,2501.081788,17.34,-6.78,-0.28,0.59,-0.09,0.03,4.16,0.2,-0.059968483,0.03,0.42,0.2,0.188821391
9226,KIlifi,39.86456804,-3.747970887,292.52,231450,2500.009482,16.34,-5.85,-0.24,0.59,-0.08,0.02,4.02,0.19,-0.05567982,0.02,0.4,0.19,0.188821391
9227,KIlifi,39.86450215,-3.748144835,292.72,231475,2499.055838,15.97,-5,-0.21,0.59,-0.07,0.02,3.92,0.19,-0.046983675,0.02,0.39,0.19,0.188821391
9228,KIlifi,39.86443441,-3.748318023,292.93,231500,2497.689583,15.6,-4.14,-0.17,0.59,-0.05,0.01,3.9,0.19,-0.035244372,0.01,0.39,0.19,0.188821391
9229,KIlifi,39.86436582,-3.748489265,293.14,231525,2496.215013,15.32,-3.49,-0.15,0.59,-0.04,0.01,3.99,0.19,-0.026470367,0.01,0.4,0.19,0.189121334
9230,KIlifi,39.86429587,-3.748641763,293.43,231550,2496.693048,16.74,-3.07,-0.13,0.59,-0.04,0,4.24,0.2,-0.028171786,0,0.42,0.2,0.189121334
9231,KIlifi,39.86422593,-3.748794238,293.73,231575,2497.237256,17.62,-2.65,-0.11,0.59,-0.03,0,4.36,0.21,-0.020928043,0,0.44,0.21,0.189121334
9232,KIlifi,39.86415456,-3.748948175,294.02,231600,2498.007717,18.44,-2.22,-0.09,0.59,-0.01,0,4.47,0.21,-0.006549934,0,0.45,0.21,0.189121334
9233,KIlifi,39.8640801,-3.749106976,294.27,231625,2499.024818,19.46,-1.74,-0.07,0.59,0,0,4.58,0.22,0,0,0.46,0.22,0.189121334
9234,KIlifi,39.86400629,-3.749264547,294.54,231650,2500.074335,20.46,-1.43,-0.06,0.59,0.02,0,4.74,0.23,0.013374578,0,0.47,0.23,0.189121334
9235,KIlifi,39.86393249,-3.749422076,294.8,231675,2501.176032,21.46,-1.19,-0.05,0.59,0.05,0.01,4.93,0.23,0.034224482,0.01,0.49,0.23,0.189121334
9236,KIlifi,39.86385871,-3.749579571,295.06,231700,2502.080657,22.33,-0.95,-0.04,0.59,0.07,0.01,5.16,0.25,0.049642754,0.01,0.52,0.25,0.189121334
9237,KIlifi,39.86378531,-3.749737257,295.33,231725,2502.386783,22.83,-0.71,-0.03,0.59,0.09,0.02,5.39,0.26,0.063422024,0.02,0.54,0.26,0.189121334
9238,KIlifi,39.86370758,-3.749903982,295.54,231750,2502.75253,23.4,-0.56,-0.02,0.59,0.12,0.02,5.67,0.27,0.082232336,0.02,0.57,0.27,0.189121334
9239,KIlifi,39.86362724,-3.750075486,295.73,231775,2503.086094,23.53,-0.39,-0.02,0.59,0.14,0.03,5.96,0.28,0.093750863,0.03,0.6,0.28,0.189121334
9240,KIlifi,39.86353924,-3.750243284,295.91,231800,2503.84909,23.22,-0.09,0,0.59,0.15,0.04,6.04,0.29,0.098164619,0.04,0.6,0.29,0.189121334
9241,KIlifi,39.86344613,-3.750408541,296.1,231825,2505.908122,23.7,-0.24,-0.01,0.59,0.16,0.04,5.99,0.28,0.109769421,0.04,0.6,0.28,0.189121334
9242,KIlifi,39.86334839,-3.750571447,296.28,231850,2509.143142,24.36,0.14,0.01,0.59,0.16,0.04,5.96,0.28,0.109834752,0.04,0.6,0.28,0.189121334
9243,KIlifi,39.86324436,-3.750731072,296.47,231875,2513.289952,24.91,0.03,0,0.59,0.15,0.04,5.8,0.28,0.104625282,0.04,0.58,0.28,0.189121334
9244,KIlifi,39.86313636,-3.750888564,296.65,231900,2518.343346,25.59,0.03,0,0.59,0.13,0.03,5.73,0.27,0.0891134,0.03,0.57,0.27,0.189121334
9245,KIlifi,39.86302847,-3.751045947,296.84,231925,2523.412736,25.28,0.03,0,0.59,0.13,0.03,5.62,0.27,0.09063652,0.03,0.56,0.27,0.189121334
9246,KIlifi,39.86291857,-3.751205375,297.01,231950,2528.699684,24.76,0.05,0,0.59,0.12,0.03,5.64,0.27,0.0818363,0.03,0.56,0.27,0.189121334
9247,KIlifi,39.86280412,-3.751369455,297.15,231975,2534.441131,24.21,0.05,0,0.59,0.11,0.02,5.72,0.27,0.076543889,0.02,0.57,0.27,0.189121334
9248,KIlifi,39.86268865,-3.751534608,297.28,232000,2540.29144,24.64,0.05,0,0.59,0.09,0.01,6.17,0.29,0.0607359,0.01,0.62,0.29,0.189121334
9249,KIlifi,39.86256168,-3.751724764,297.27,232025,2545.889146,23.69,-0.43,-0.02,0.59,0.07,0.01,6.18,0.29,0.045870174,0.01,0.62,0.29,0.189121334
9250,KIlifi,39.862428,-3.75193069,297.18,232050,2551.221475,24.08,-0.38,-0.02,0.59,0.05,0,6.54,0.31,0.033158943,0,0.65,0.31,0.189121334
9251,KIlifi,39.86230105,-3.752140147,297.09,232075,2554.875298,22.92,-0.3,-0.01,0.59,0.03,0,6.5,0.31,0.020479168,0,0.65,0.31,0.189121334
9252,KIlifi,39.86215053,-3.752381349,296.8,232100,2560.034995,21.75,-0.64,-0.03,0.59,-0.01,0,6.32,0.3,-0.00666725,0,0.63,0.3,0.189121334
9253,KIlifi,39.86199264,-3.752632496,296.46,232125,2565.747169,20.57,-1.59,-0.07,0.59,-0.08,0.01,6.11,0.29,-0.052315008,0.01,0.61,0.29,0.189121334
9254,KIlifi,39.86183623,-3.752886302,296.11,232150,2570.993725,19.05,-2.65,-0.11,0.59,-0.12,0.03,5.62,0.27,-0.080410485,0.03,0.56,0.27,0.189121334
9255,KIlifi,39.86168015,-3.753140621,295.76,232175,2576.223698,18.71,-3.96,-0.16,0.59,-0.14,0.04,5.45,0.26,-0.096212958,0.04,0.54,0.26,0.189640659
9256,KIlifi,39.86152389,-3.753395207,295.41,232200,2581.560598,18.46,-5.56,-0.23,0.59,-0.14,0.04,5.2,0.25,-0.094093493,0.04,0.52,0.25,0.189640659
9257,KIlifi,39.86137329,-3.7536528,295.06,232225,2585.571127,17.82,-5.07,-0.21,0.59,-0.11,0.03,4.68,0.22,-0.077402649,0.03,0.47,0.22,0.189640659
9258,KIlifi,39.86123353,-3.75391567,294.71,232250,2587.139123,17.13,-5.85,-0.24,0.59,-0.12,0.03,4.72,0.22,-0.083978326,0.03,0.47,0.22,0.189640659
9259,KIlifi,39.86110205,-3.7541973,294.29,232275,2587.688918,16.41,-6.06,-0.25,0.59,-0.1,0.03,4.63,0.22,-0.069330395,0.03,0.46,0.22,0.189640659
9260,KIlifi,39.86097564,-3.754486534,293.85,232300,2586.667154,17.46,-8.28,-0.35,0.59,-0.09,0.02,4.94,0.23,-0.062849821,0.02,0.49,0.23,0.189640659
9261,KIlifi,39.86086367,-3.754781981,293.41,232325,2582.308089,16.13,-9.22,-0.38,0.59,-0.07,0.01,5.02,0.24,-0.049027162,0.01,0.5,0.24,0.189640659
9262,KIlifi,39.86076687,-3.75508347,292.97,232350,2577.850366,14.77,-8.85,-0.37,0.59,-0.07,0.01,4.96,0.24,-0.047260919,0.01,0.5,0.24,0.189640659
9263,KIlifi,39.8606772,-3.755387588,292.53,232375,2572.2018,12.23,-6,-0.25,0.59,-0.06,0.01,4.02,0.19,-0.040605901,0.01,0.4,0.19,0.189640659
9264,KIlifi,39.86057685,-3.755686936,292.09,232400,2569.296709,11.89,-3.41,-0.14,0.59,-0.03,0.01,3.48,0.17,-0.02094841,0.01,0.35,0.17,0.189640659
9265,KIlifi,39.86046973,-3.755983351,291.65,232425,2568.181154,11.4,-2.25,-0.09,0.59,-0.01,0,2.83,0.13,-0.006792443,0,0.28,0.13,0.189640659
9266,KIlifi,39.86035778,-3.756277768,291.22,232450,2568.378586,12.45,-2.13,-0.09,0.59,0.01,0,2.78,0.13,0.006504679,0,0.28,0.13,0.189640659
9267,KIlifi,39.86025283,-3.756574818,290.78,232475,2567.065293,12.86,-2.66,-0.11,0.59,0.01,0,2.78,0.13,0.006774431,0,0.28,0.13,0.189640659
9268,KIlifi,39.86015685,-3.756873389,290.35,232500,2563.915402,11.92,-3.51,-0.15,0.59,0.02,0,2.82,0.13,0.013768228,0,0.28,0.13,0.189640659
9269,KIlifi,39.86007095,-3.757147522,290.04,232525,2561.78374,12.93,-4.46,-0.19,0.59,0.01,0,3.19,0.15,0.006935405,0,0.32,0.15,0.189640659
9270,KIlifi,39.85999073,-3.757423569,289.74,232550,2558.805248,13.34,-5.52,-0.23,0.59,0.01,0,3.57,0.17,0.006507565,0,0.36,0.17,0.189640659
9271,KIlifi,39.85991039,-3.7576994,289.44,232575,2555.940719,13.25,-7.05,-0.29,0.59,0,0,3.72,0.18,0,0,0.37,0.18,0.189640659
9272,KIlifi,39.85983552,-3.757935783,289.33,232600,2554.864633,13.51,-7.42,-0.31,0.59,0,0,3.74,0.18,0,0,0.37,0.18,0.189640659
9273,KIlifi,39.85976177,-3.75816839,289.24,232625,2553.834683,13.77,-7.63,-0.32,0.59,0,0,3.79,0.18,0,0,0.38,0.18,0.189640659
9274,KIlifi,39.85968803,-3.758400981,289.16,232650,2552.810964,14.02,-7.17,-0.3,0.59,0,0,3.8,0.18,0,0,0.38,0.18,0.189640659
9275,KIlifi,39.8596143,-3.758633559,289.07,232675,2551.793437,14.33,-6.18,-0.26,0.59,0,0,3.89,0.19,0,0,0.39,0.19,0.189640659
9276,KIlifi,39.85954057,-3.758866122,288.98,232700,2550.782219,15.23,-5.83,-0.24,0.59,0,0,4.2,0.2,0,0,0.42,0.2,0.189640659
9277,KIlifi,39.8594704,-3.759099889,288.89,232725,2548.943132,15.29,-5.49,-0.23,0.59,-0.01,0,4.39,0.21,-0.006960457,0,0.44,0.21,0.189640659
9278,KIlifi,39.85940041,-3.759333689,288.8,232750,2547.069816,15.4,-5.14,-0.21,0.59,-0.01,0,4.6,0.22,-0.006962278,0,0.46,0.22,0.189640659
9279,KIlifi,39.8593338,-3.759554833,288.78,232775,2545.387652,15.76,-4.42,-0.18,0.59,0,0,4.83,0.23,0,0,0.48,0.23,0.189640659
9280,KIlifi,39.85927078,-3.759768091,288.8,232800,2543.511218,15.79,-3.65,-0.15,0.59,0.01,0,4.83,0.23,0.006609114,0,0.48,0.23,0.189640659
9281,KIlifi,39.85921061,-3.759979789,288.83,232825,2541.146963,15.33,-2.9,-0.12,0.59,0.02,0,4.56,0.22,0.013468182,0,0.46,0.22,0.189640659
9282,KIlifi,39.85915291,-3.760190414,288.87,232850,2538.339625,14.39,-2.15,-0.09,0.59,0.04,0,4.14,0.2,0.027923452,0,0.41,0.2,0.189640659
9283,KIlifi,39.85909576,-3.760401246,288.91,232875,2535.402717,13.33,-1.84,-0.08,0.59,0.04,0.01,3.69,0.18,0.026579109,0.01,0.37,0.18,0.189640659
9284,KIlifi,39.85903861,-3.760612097,288.95,232900,2532.466618,12.26,-1.55,-0.06,0.59,0.05,0.01,3.25,0.15,0.03386985,0.01,0.32,0.15,0.189640659
9285,KIlifi,39.85898145,-3.760822966,288.99,232925,2529.531198,11.19,-1.25,-0.05,0.59,0.05,0.02,2.84,0.13,0.035268748,0.02,0.28,0.13,0.189640659
9286,KIlifi,39.8589243,-3.761033854,289.03,232950,2526.596545,10.12,-0.96,-0.04,0.59,0.05,0.02,2.5,0.12,0.034700309,0.02,0.25,0.12,0.189640659
9287,KIlifi,39.8588646,-3.761243884,289.07,232975,2524.256792,9.65,-0.66,-0.03,0.59,0.05,0.03,2.38,0.11,0.034589613,0.03,0.24,0.11,0.189640659
9288,KIlifi,39.85880459,-3.76145382,289.11,233000,2521.991779,9.02,-0.48,-0.02,0.59,0.05,0.03,2.37,0.11,0.034404465,0.03,0.24,0.11,0.189640659
9289,KIlifi,39.85874458,-3.76166377,289.15,233025,2519.727849,8.23,-0.35,-0.01,0.59,0.05,0.02,2.39,0.11,0.034654162,0.02,0.24,0.11,0.189640659
9290,KIlifi,39.85868385,-3.761873491,289.19,233050,2517.297128,7.44,-0.22,-0.01,0.59,0.04,0.01,2.47,0.12,0.028148775,0.01,0.25,0.12,0.189640659
9291,KIlifi,39.85861881,-3.762081723,289.23,233075,2515.670567,7.56,-0.08,0,0.59,0.04,0.01,2.67,0.13,0.02755558,0.01,0.27,0.13,0.189640659
9292,KIlifi,39.85854933,-3.762288405,289.27,233100,2514.931638,8.65,-0.06,0,0.59,0.03,0.01,2.92,0.14,0.020908899,0.01,0.29,0.14,0.189640659
9293,KIlifi,39.85847856,-3.762494643,289.31,233125,2514.494832,9.68,-0.06,0,0.59,0.02,0,3.14,0.15,0.01352005,0,0.31,0.15,0.189640659
9294,KIlifi,39.85840779,-3.762700884,289.35,233150,2514.05926,10.06,-0.06,0,0.59,0.02,0,3.11,0.15,0.014109453,0,0.31,0.15,0.189640659
9295,KIlifi,39.85833709,-3.762906916,289.39,233175,2513.625685,10.43,-0.06,0,0.59,0,0,3.11,0.15,0,0,0.31,0.15,0.189640659
9296,KIlifi,39.8582653,-3.763108905,289.45,233200,2513.718677,11.31,-0.06,0,0.59,-0.01,0,3.28,0.16,-0.007085967,0,0.33,0.16,0.189640659
9297,KIlifi,39.85819266,-3.763305789,289.53,233225,2514.368405,12.6,-0.07,0,0.59,-0.01,0,3.56,0.17,-0.006517925,0,0.36,0.17,0.189640659
9298,KIlifi,39.85812061,-3.763501144,289.62,233250,2515.012353,13.23,-0.07,0,0.59,-0.03,0,3.61,0.17,-0.019690457,0,0.36,0.17,0.189640659
9299,KIlifi,39.85804857,-3.763696491,289.71,233275,2515.662466,13.86,-0.07,0,0.59,-0.04,0.01,3.68,0.18,-0.026571899,0.01,0.37,0.18,0.189640659
9300,KIlifi,39.85797515,-3.763895384,289.78,233300,2516.341429,14.52,-0.07,0,0.59,-0.05,0.01,3.79,0.18,-0.035496006,0.01,0.38,0.18,0.189640659
9301,KIlifi,39.85790088,-3.764096486,289.84,233325,2517.0377,15.19,-0.09,0,0.59,-0.05,0.01,3.8,0.18,-0.032683312,0.01,0.38,0.18,0.189640659
9302,KIlifi,39.85782595,-3.764299274,289.89,233350,2517.746809,15.88,-0.11,0,0.59,-0.06,0.01,3.86,0.18,-0.041969595,0.01,0.39,0.18,0.189640659
9303,KIlifi,39.85775075,-3.764501958,289.94,233375,2518.521826,16.62,-0.13,-0.01,0.59,-0.06,0.01,3.96,0.19,-0.040422112,0.01,0.4,0.19,0.189640659
9304,KIlifi,39.85767235,-3.764703468,289.99,233400,2520.056157,18.11,-0.15,-0.01,0.59,-0.06,0.01,4.22,0.2,-0.040972791,0.01,0.42,0.2,0.189640659
9305,KIlifi,39.85759391,-3.764904953,290.04,233425,2521.582416,19.15,-0.04,0,0.59,-0.07,0.01,4.4,0.21,-0.045576275,0.01,0.44,0.21,0.189640659
9306,KIlifi,39.85751469,-3.765106148,290.09,233450,2522.99022,19.63,0.12,0.01,0.59,-0.07,0.01,4.42,0.21,-0.049533655,0.01,0.44,0.21,0.189979738
9307,KIlifi,39.85743319,-3.76530649,290.14,233475,2524.543715,20.19,0.28,0.01,0.59,-0.07,0.01,4.47,0.21,-0.045530647,0.01,0.45,0.21,0.189979738
9308,KIlifi,39.85735139,-3.765506707,290.19,233500,2526.027226,20.43,0.3,0.01,0.59,-0.08,0.02,4.6,0.22,-0.055779172,0.02,0.46,0.22,0.189979738
9309,KIlifi,39.8572696,-3.765706914,290.24,233525,2527.512388,19.84,0.3,0.01,0.59,-0.08,0.02,4.56,0.22,-0.056022788,0.02,0.46,0.22,0.189979738
9310,KIlifi,39.85718781,-3.76590711,290.29,233550,2528.999333,18.95,0.3,0.01,0.59,-0.08,0.02,4.5,0.21,-0.055027497,0.02,0.45,0.21,0.189979738
9311,KIlifi,39.85710603,-3.766107295,290.34,233575,2530.487936,18.05,0.3,0.01,0.59,-0.09,0.02,4.45,0.21,-0.061299958,0.02,0.44,0.21,0.189979738
9312,KIlifi,39.85702425,-3.76630747,290.39,233600,2531.978235,16.36,0.42,0.02,0.59,-0.09,0.02,4.16,0.2,-0.063014611,0.02,0.42,0.2,0.189979738
9313,KIlifi,39.8569418,-3.766507383,290.44,233625,2533.630019,14.56,0.58,0.02,0.59,-0.08,0.02,3.84,0.18,-0.054831891,0.02,0.38,0.18,0.189979738
9314,KIlifi,39.85685543,-3.766705815,290.49,233650,2536.213947,13.69,0.75,0.03,0.59,-0.08,0.02,3.87,0.18,-0.052312947,0.02,0.39,0.18,0.189979738
9315,KIlifi,39.85676896,-3.766904431,290.54,233675,2538.804935,11.79,1,0.04,0.59,-0.07,0.02,3.52,0.17,-0.046306831,0.02,0.35,0.17,0.189979738
9316,KIlifi,39.85665754,-3.767133333,290.4,233700,2544.255058,10.95,1.38,0.06,0.59,-0.06,0.02,3.28,0.16,-0.042312681,0.02,0.33,0.16,0.189979738
9317,KIlifi,39.85651129,-3.767401019,290.02,233725,2554.03917,12.18,1.89,0.08,0.59,-0.05,0.02,3.2,0.15,-0.033939029,0.02,0.32,0.15,0.189979738
9318,KIlifi,39.85636136,-3.767682673,289.58,233750,2563.667155,13.95,3.4,0.14,0.59,-0.02,0,3.43,0.16,-0.013889353,0,0.34,0.16,0.189979738
9319,KIlifi,39.85622871,-3.767971136,289.13,233775,2569.331851,12.61,3.94,0.16,0.59,0,0,3.27,0.16,0,0,0.33,0.16,0.189979738
9320,KIlifi,39.85609885,-3.768261049,288.69,233800,2574.461261,10.65,3.95,0.16,0.59,0,0,2.93,0.14,0,0,0.29,0.14,0.189979738
9321,KIlifi,39.85596879,-3.76855135,288.24,233825,2579.759087,9.47,4.1,0.17,0.59,0.01,0,3.07,0.15,0.006772875,0,0.31,0.15,0.189979738
9322,KIlifi,39.85583936,-3.768842305,287.79,233850,2585.037158,9.57,5.01,0.21,0.59,0.01,0,3.53,0.17,0.006604534,0,0.35,0.17,0.189979738
9323,KIlifi,39.85571652,-3.769135758,287.35,233875,2588.909293,10.58,6.7,0.28,0.59,0.03,0,4.27,0.2,0.020517154,0,0.43,0.2,0.189979738
9324,KIlifi,39.85560595,-3.769433269,286.9,233900,2590.067988,10.74,7.69,0.32,0.59,0.05,0.01,4.49,0.21,0.032672783,0.01,0.45,0.21,0.189979738
9325,KIlifi,39.85551309,-3.769736125,286.46,233925,2587.278718,8.88,5.47,0.23,0.59,0.06,0.01,3.78,0.18,0.039405815,0.01,0.38,0.18,0.189979738
9326,KIlifi,39.85543813,-3.77004433,286.01,233950,2583.42733,6.51,4.02,0.17,0.59,0.05,0.02,2.59,0.12,0.033041002,0.02,0.26,0.12,0.189979738
9327,KIlifi,39.85537766,-3.770356374,285.56,233975,2580.203978,5.46,2.52,0.1,0.59,0.04,0.03,1.93,0.09,0.026454978,0.03,0.19,0.09,0.189979738
9328,KIlifi,39.85532213,-3.770669317,285.12,234000,2577.07232,4.53,1.41,0.06,0.59,0.03,0.03,1.47,0.07,0.020717336,0.03,0.15,0.07,0.189979738
9329,KIlifi,39.85527651,-3.770984608,284.67,234025,2571.837442,5.14,0.79,0.03,0.59,0.04,0.04,1.51,0.07,0.02637681,0.04,0.15,0.07,0.189979738
9330,KIlifi,39.85524275,-3.771302492,284.22,234050,2564.066385,6.94,0.29,0.01,0.59,0.06,0.05,1.99,0.09,0.039122075,0.05,0.2,0.09,0.189979738
9331,KIlifi,39.85521671,-3.771621664,283.78,234075,2554.718275,8.21,0.06,0,0.59,0.07,0.05,2.28,0.11,0.047184024,0.05,0.23,0.11,0.19032823
9332,KIlifi,39.85518827,-3.771939538,283.33,234100,2546.110251,9.92,-0.4,-0.02,0.59,0.06,0.02,2.84,0.13,0.039399867,0.02,0.28,0.13,0.19032823
9333,KIlifi,39.855156,-3.772255855,282.89,234125,2538.561003,10.21,-0.19,-0.01,0.59,0.06,0.02,2.72,0.13,0.040989764,0.02,0.27,0.13,0.19032823
9334,KIlifi,39.85512954,-3.772572832,282.44,234150,2529.876552,8.06,0.02,0,0.59,0.04,0.02,2.1,0.1,0.027291449,0.02,0.21,0.1,0.19032823
9335,KIlifi,39.85510687,-3.772889905,282,234175,2520.518957,5.27,-0.42,-0.02,0.59,0.03,0.02,1.6,0.08,0.020622557,0.02,0.16,0.08,0.19032823
9336,KIlifi,39.85508208,-3.773171984,281.72,234200,2513.325505,5.87,-0.01,0,0.59,0.05,0.05,1.58,0.08,0.033848628,0.05,0.16,0.08,0.19032823
9337,KIlifi,39.85505875,-3.773410202,281.66,234225,2507.807855,6.17,0.3,0.01,0.59,0.05,0.06,1.53,0.07,0.034460538,0.06,0.15,0.07,0.19032823
9338,KIlifi,39.85503453,-3.77363607,281.66,234250,2503.034875,6.8,0.48,0.02,0.59,0.06,0.08,1.58,0.08,0.041797693,0.08,0.16,0.08,0.19032823
9339,KIlifi,39.85500858,-3.773861584,281.66,234275,2498.651526,8.41,0.59,0.02,0.59,0.08,0.09,1.85,0.09,0.052203865,0.09,0.18,0.09,0.19032823
9340,KIlifi,39.85498264,-3.774087099,281.66,234300,2494.268079,10.01,0.7,0.03,0.59,0.09,0.09,2.14,0.1,0.059456443,0.09,0.21,0.1,0.19032823
9341,KIlifi,39.85495583,-3.774308675,281.68,234325,2490.248111,11.24,0.81,0.03,0.59,0.11,0.1,2.33,0.11,0.077314441,0.1,0.23,0.11,0.19032823
9342,KIlifi,39.85492898,-3.774528044,281.71,234350,2486.335119,11.81,1.21,0.05,0.59,0.13,0.14,2.4,0.11,0.086689604,0.14,0.24,0.11,0.19032823
9343,KIlifi,39.85489676,-3.774743787,281.75,234375,2483.754574,12.74,1.85,0.08,0.59,0.17,0.2,2.57,0.12,0.112554841,0.2,0.26,0.12,0.19032823
9344,KIlifi,39.8548547,-3.774957497,281.79,234400,2483.404593,14.46,2.15,0.09,0.59,0.2,0.21,2.87,0.14,0.133937654,0.21,0.29,0.14,0.19032823
9345,KIlifi,39.85480056,-3.775168677,281.83,234425,2485.79853,18,2.61,0.11,0.59,0.27,0.23,3.64,0.17,0.184984381,0.23,0.36,0.17,0.19032823
9346,KIlifi,39.85474485,-3.775379512,281.88,234450,2488.54877,21.19,3.04,0.13,0.59,0.32,0.24,4.35,0.21,0.223073555,0.24,0.43,0.21,0.19032823
9347,KIlifi,39.85468916,-3.77559033,281.92,234475,2491.299883,24.38,3.07,0.13,0.59,0.37,0.24,5.06,0.24,0.258967035,0.24,0.51,0.24,0.19032823
9348,KIlifi,39.8546389,-3.775800388,281.97,234500,2492.903547,26.73,2.73,0.11,0.59,0.4,0.23,5.52,0.26,0.260169393,0.23,0.55,0.26,0.19032823
9349,KIlifi,39.8545938,-3.776005302,282.05,234525,2493.626984,28.55,2.2,0.09,0.59,0.4,0.22,5.75,0.27,0.266289673,0.22,0.58,0.27,0.19032823
9350,KIlifi,39.85455462,-3.776211481,282.14,234550,2493.009978,29.43,2.2,0.09,0.59,0.39,0.19,5.93,0.28,0.268849283,0.19,0.59,0.28,0.19032823
9351,KIlifi,39.85452464,-3.776416291,282.24,234575,2490.136593,28.42,2.1,0.09,0.59,0.34,0.16,5.81,0.28,0.239558261,0.16,0.58,0.28,0.19032823
9352,KIlifi,39.85450137,-3.776617883,282.36,234600,2485.776447,25.91,2,0.08,0.59,0.29,0.13,5.49,0.26,0.198797539,0.13,0.55,0.26,0.19032823
9353,KIlifi,39.85448293,-3.776820635,282.48,234625,2480.101987,22.18,1.92,0.08,0.59,0.23,0.1,5.04,0.24,0.16116692,0.1,0.5,0.24,0.19032823
9354,KIlifi,39.85446422,-3.777023437,282.61,234650,2474.497018,18.52,2.35,0.1,0.59,0.18,0.08,4.68,0.22,0.127477891,0.08,0.47,0.22,0.19032823
9355,KIlifi,39.85444293,-3.777225769,282.73,234675,2469.484323,15.43,2.77,0.12,0.59,0.15,0.06,4.42,0.21,0.104387343,0.06,0.44,0.21,0.19032823
9356,KIlifi,39.85441277,-3.777426176,282.85,234700,2466.499715,14.37,3.83,0.16,0.59,0.15,0.07,4.19,0.2,0.101758354,0.07,0.42,0.2,0.19032823
9357,KIlifi,39.85438256,-3.777621408,283,234725,2463.79165,13.45,4.87,0.2,0.59,0.15,0.08,3.89,0.18,0.102341105,0.08,0.39,0.18,0.19032823
9358,KIlifi,39.85435254,-3.777807568,283.2,234750,2461.351495,12.62,5.52,0.23,0.59,0.15,0.1,3.55,0.17,0.101709794,0.1,0.35,0.17,0.19032823
9359,KIlifi,39.85432132,-3.777993541,283.39,234775,2458.666914,11.2,5.51,0.23,0.59,0.15,0.11,3.18,0.15,0.099052264,0.11,0.32,0.15,0.19032823
9360,KIlifi,39.85428871,-3.77817926,283.59,234800,2456.325454,10.1,5.28,0.22,0.59,0.15,0.15,2.7,0.13,0.101847813,0.15,0.27,0.13,0.19032823
9361,KIlifi,39.85425249,-3.778367904,283.76,234825,2454.345043,8.92,4.93,0.21,0.59,0.14,0.15,2.44,0.12,0.096863774,0.15,0.24,0.12,0.19032823
9362,KIlifi,39.85421239,-3.778553212,283.95,234850,2452.990782,8.12,4.76,0.2,0.59,0.14,0.18,2.21,0.11,0.09495025,0.18,0.22,0.11,0.19032823
9363,KIlifi,39.8541701,-3.77873076,284.18,234875,2452.551274,7.91,4.86,0.2,0.59,0.14,0.18,2.28,0.11,0.098159974,0.18,0.23,0.11,0.190686513
9364,KIlifi,39.85412442,-3.778907446,284.4,234900,2452.927495,7.7,4.58,0.19,0.59,0.13,0.18,2.1,0.1,0.091946478,0.18,0.21,0.1,0.190686513
9365,KIlifi,39.85407811,-3.77908395,284.63,234925,2453.488543,7.58,4.2,0.18,0.59,0.12,0.18,1.89,0.09,0.082509392,0.18,0.19,0.09,0.190686513
9366,KIlifi,39.85402945,-3.779259811,284.85,234950,2454.626417,7.99,3.62,0.15,0.59,0.11,0.17,1.82,0.09,0.072041449,0.17,0.18,0.09,0.190686513
9367,KIlifi,39.8539787,-3.779435076,285.08,234975,2455.82721,8.58,2.96,0.12,0.59,0.1,0.15,1.78,0.08,0.070135005,0.15,0.18,0.08,0.190686513
9368,KIlifi,39.85392287,-3.779610828,285.29,235000,2457.32347,8.96,2.38,0.1,0.59,0.09,0.12,1.79,0.09,0.059455546,0.12,0.18,0.09,0.190686513
9369,KIlifi,39.85386439,-3.779786451,285.51,235025,2459.429379,9.91,2.02,0.08,0.59,0.08,0.09,1.92,0.09,0.05319149,0.09,0.19,0.09,0.190686513
9370,KIlifi,39.85380725,-3.779956255,285.75,235050,2461.630575,9.78,1.41,0.06,0.59,0.07,0.07,1.91,0.09,0.047852206,0.07,0.19,0.09,0.190686513
9371,KIlifi,39.85374881,-3.780128994,285.98,235075,2463.976509,9.75,1.27,0.05,0.59,0.07,0.07,1.95,0.09,0.046005148,0.07,0.19,0.09,0.190686513
9372,KIlifi,39.85368556,-3.780305019,286.18,235100,2466.77738,10.62,1.64,0.07,0.59,0.08,0.07,2.08,0.1,0.052067516,0.07,0.21,0.1,0.190686513
9373,KIlifi,39.85361941,-3.780475057,286.41,235125,2469.743575,11.36,1.26,0.05,0.59,0.06,0.05,2.18,0.1,0.039496322,0.05,0.22,0.1,0.190686513
9374,KIlifi,39.85355645,-3.780639188,286.67,235150,2472.444402,11.6,1.2,0.05,0.59,0.05,0.03,2.22,0.11,0.032592324,0.03,0.22,0.11,0.190686513
