FID,Zone,Longitude,Latitude,Azimuth,TCD,SHAPE_Leng,SCE,NSM,EPR,EPRunc,LRR,LR2,LSE,LCI90,WLR,WR2,WSE,WCI90,SLA_Interp
12603,Kwale,39.54895403,-4.442354163,304.48,317550,2526.19558,13.35,2.76,0.12,0.59,-0.03,0,3.12,0.15,-0.020703728,0,0.31,0.15,0.17250253
12604,Kwale,39.54887335,-4.442483742,304.85,317575,2525.316695,13.27,2.51,0.1,0.59,-0.03,0.01,2.94,0.14,-0.019743872,0.01,0.29,0.14,0.17250253
12605,Kwale,39.54879525,-4.442608179,305.25,317600,2524.729748,13.2,2.29,0.1,0.59,-0.03,0.01,2.79,0.13,-0.01967639,0.01,0.28,0.13,0.17250253
12606,Kwale,39.54871029,-4.442741304,305.59,317625,2523.38176,13.11,2.07,0.09,0.59,-0.03,0.01,2.72,0.13,-0.020894243,0.01,0.27,0.13,0.17250253
12607,Kwale,39.54862565,-4.442865989,305.97,317650,2521.591779,13.03,1.88,0.08,0.59,-0.03,0.01,2.66,0.13,-0.020783377,0.01,0.27,0.13,0.17250253
12608,Kwale,39.54854827,-4.442976205,306.43,317675,2520.509715,13.1,1.77,0.07,0.59,-0.03,0.01,2.64,0.13,-0.019930153,0.01,0.26,0.13,0.17250253
12609,Kwale,39.54847087,-4.443086475,306.89,317700,2519.587273,13.32,1.67,0.07,0.59,-0.04,0.01,2.63,0.13,-0.026025707,0.01,0.26,0.13,0.17250253
12610,Kwale,39.54839343,-4.443196797,307.35,317725,2518.824208,13.55,1.56,0.06,0.59,-0.04,0.01,2.63,0.12,-0.027578563,0.01,0.26,0.12,0.17250253
12611,Kwale,39.54831185,-4.443313828,307.77,317750,2517.726078,13.84,1.41,0.06,0.59,-0.04,0.01,2.62,0.12,-0.026653885,0.01,0.26,0.12,0.17250253
12612,Kwale,39.54822629,-4.443436548,308.15,317775,2515.710746,13.94,1.23,0.05,0.59,-0.04,0.01,2.58,0.12,-0.026981492,0.01,0.26,0.12,0.17250253
12613,Kwale,39.54814655,-4.443546858,308.61,317800,2514.510159,14,1.11,0.05,0.59,-0.04,0.01,2.55,0.12,-0.026392984,0.01,0.25,0.12,0.17250253
12614,Kwale,39.54806722,-4.443654973,309.07,317825,2513.454442,14.06,1.01,0.04,0.59,-0.04,0.01,2.53,0.12,-0.026859887,0.01,0.25,0.12,0.17250253
12615,Kwale,39.54799149,-4.443752666,309.59,317850,2512.9105,14.11,0.95,0.04,0.59,-0.04,0.01,2.52,0.12,-0.028395792,0.01,0.25,0.12,0.17250253
12616,Kwale,39.54791259,-4.443858483,310.06,317875,2511.955439,14.05,0.99,0.04,0.59,-0.04,0.01,2.49,0.12,-0.026149465,0.01,0.25,0.12,0.17250253
12617,Kwale,39.5478253,-4.443980577,310.44,317900,2509.548304,13.85,1.16,0.05,0.59,-0.04,0.01,2.41,0.11,-0.02774053,0.01,0.24,0.11,0.17250253
12618,Kwale,39.54773553,-4.44410076,310.83,317925,2506.537361,13.64,1.34,0.06,0.59,-0.03,0.01,2.34,0.11,-0.02092432,0.01,0.23,0.11,0.17250253
12619,Kwale,39.54764784,-4.444223018,311.21,317950,2502.989527,13.12,1.28,0.05,0.59,-0.03,0.01,2.23,0.11,-0.02051184,0.01,0.22,0.11,0.17250253
12620,Kwale,39.54756934,-4.444318566,311.73,317975,2501.954067,13,1.25,0.05,0.59,-0.02,0.01,2.21,0.11,-0.013252198,0.01,0.22,0.11,0.17250253
12621,Kwale,39.54748983,-4.444417067,312.24,318000,2500.851422,12.84,1.22,0.05,0.59,-0.02,0.01,2.18,0.1,-0.013391079,0.01,0.22,0.1,0.17250253
12622,Kwale,39.54740642,-4.444526924,312.69,318025,2498.876124,12.51,1.15,0.05,0.59,-0.02,0,2.13,0.1,-0.013558423,0,0.21,0.1,0.17250253
12623,Kwale,39.54732097,-4.444635146,313.13,318050,2496.445017,12.18,1.08,0.04,0.59,-0.02,0,2.07,0.1,-0.013886006,0,0.21,0.1,0.17250253
12624,Kwale,39.54723529,-4.444743967,313.58,318075,2493.934494,11.75,0.93,0.04,0.59,-0.02,0.01,1.98,0.09,-0.014165913,0.01,0.2,0.09,0.17250253
12625,Kwale,39.54715075,-4.444846539,314.06,318100,2491.429596,11.17,0.81,0.03,0.59,-0.02,0.01,1.87,0.09,-0.013860412,0.01,0.19,0.09,0.17250253
12626,Kwale,39.54706602,-4.444947779,314.54,318125,2489.055979,10.67,0.74,0.03,0.59,-0.02,0.01,1.79,0.09,-0.013547898,0.01,0.18,0.09,0.17250253
12627,Kwale,39.54698054,-4.445051665,315,318150,2486.559907,10.26,0.67,0.03,0.59,-0.02,0.01,1.74,0.08,-0.014017841,0.01,0.17,0.08,0.17250253
12628,Kwale,39.54689011,-4.44517329,315.39,318175,2482.210706,9.49,0.55,0.02,0.59,-0.02,0.01,1.64,0.08,-0.013221018,0.01,0.16,0.08,0.17250253
12629,Kwale,39.54680403,-4.445279335,315.85,318200,2479.770077,9.02,0.47,0.02,0.59,-0.02,0.01,1.59,0.08,-0.013391991,0.01,0.16,0.08,0.17250253
12630,Kwale,39.54671562,-4.4453769,316.34,318225,2476.874165,8.65,0.41,0.02,0.59,-0.02,0.01,1.56,0.07,-0.013682873,0.01,0.16,0.07,0.17250253
12631,Kwale,39.54662702,-4.445474592,316.82,318250,2474.091604,8.27,0.35,0.01,0.59,-0.02,0.01,1.52,0.07,-0.013854461,0.01,0.15,0.07,0.17250253
12632,Kwale,39.54653836,-4.445572528,317.3,318275,2471.455832,7.88,0.28,0.01,0.59,-0.03,0.02,1.49,0.07,-0.02109492,0.02,0.15,0.07,0.17250253
12633,Kwale,39.54644889,-4.445672374,317.78,318300,2468.802396,7.4,0.14,0.01,0.59,-0.03,0.02,1.43,0.07,-0.020446051,0.02,0.14,0.07,0.17250253
12634,Kwale,39.54636208,-4.445760031,318.3,318325,2467.72817,7.22,0.05,0,0.59,-0.03,0.02,1.4,0.07,-0.021216327,0.02,0.14,0.07,0.17250253
12635,Kwale,39.54626999,-4.445857398,318.78,318350,2465.031207,6.82,-0.12,-0.01,0.59,-0.03,0.02,1.32,0.06,-0.020083796,0.02,0.13,0.06,0.17250253
12636,Kwale,39.54617655,-4.445958231,319.24,318375,2462.028168,6.35,-0.33,-0.01,0.59,-0.03,0.02,1.23,0.06,-0.021237407,0.02,0.12,0.06,0.17250253
12637,Kwale,39.54608317,-4.446055777,319.71,318400,2459.222084,5.93,-0.52,-0.02,0.59,-0.03,0.03,1.16,0.05,-0.020333966,0.03,0.12,0.05,0.17250253
12638,Kwale,39.54599323,-4.446143011,320.23,318425,2457.844652,5.7,-0.63,-0.03,0.59,-0.03,0.03,1.12,0.05,-0.020979123,0.03,0.11,0.05,0.17250253
12639,Kwale,39.54590261,-4.446224562,320.76,318450,2456.463364,5.53,-0.71,-0.03,0.59,-0.02,0.03,1.11,0.05,-0.013443157,0.03,0.11,0.05,0.17250253
12640,Kwale,39.54580332,-4.446322222,321.21,318475,2453.333057,4.97,-0.97,-0.04,0.59,-0.03,0.04,1,0.05,-0.02008961,0.04,0.1,0.05,0.17250253
12641,Kwale,39.54570202,-4.446418902,321.66,318500,2450.801184,4.68,-1.21,-0.05,0.59,-0.03,0.07,0.89,0.04,-0.021024067,0.07,0.09,0.04,0.17250253
12642,Kwale,39.54560064,-4.446515749,322.11,318525,2448.400979,4.39,-1.45,-0.06,0.59,-0.04,0.09,0.85,0.04,-0.027182508,0.09,0.08,0.04,0.17250253
12643,Kwale,39.54549775,-4.446610908,322.55,318550,2445.613874,4.1,-1.69,-0.07,0.59,-0.04,0.1,0.86,0.04,-0.027709079,0.1,0.09,0.04,0.17250253
12644,Kwale,39.54540231,-4.446686837,323.09,318575,2444.270048,4.06,-1.78,-0.07,0.59,-0.04,0.11,0.86,0.04,-0.028200703,0.11,0.09,0.04,0.17250253
12645,Kwale,39.54530348,-4.446769288,323.6,318600,2442.42929,4,-1.87,-0.08,0.59,-0.04,0.11,0.85,0.04,-0.026550867,0.11,0.08,0.04,0.17250253
12646,Kwale,39.54520261,-4.446850819,324.1,318625,2441.209589,3.96,-2.01,-0.08,0.59,-0.04,0.13,0.82,0.04,-0.02776218,0.13,0.08,0.04,0.17250253
12647,Kwale,39.54509783,-4.446936645,324.57,318650,2439.686801,3.97,-2.19,-0.09,0.59,-0.04,0.14,0.83,0.04,-0.026166269,0.14,0.08,0.04,0.17250253
12648,Kwale,39.54499688,-4.447013964,325.08,318675,2438.530208,3.99,-2.3,-0.1,0.59,-0.05,0.14,0.85,0.04,-0.032746671,0.14,0.09,0.04,0.17250253
12649,Kwale,39.54489516,-4.447091294,325.59,318700,2437.372068,4,-2.43,-0.1,0.59,-0.05,0.15,0.87,0.04,-0.032988789,0.15,0.09,0.04,0.17250253
12650,Kwale,39.54478933,-4.447170413,326.08,318725,2435.769476,3.85,-2.48,-0.1,0.59,-0.05,0.15,0.86,0.04,-0.032909113,0.15,0.09,0.04,0.17250253
12651,Kwale,39.54468254,-4.447248292,326.56,318750,2434.688936,3.81,-2.55,-0.11,0.59,-0.05,0.15,0.88,0.04,-0.03484336,0.15,0.09,0.04,0.17250253
12652,Kwale,39.54458184,-4.447319274,327.1,318775,2434.329628,3.82,-2.58,-0.11,0.59,-0.05,0.15,0.9,0.04,-0.032762544,0.15,0.09,0.04,0.17250253
12653,Kwale,39.54447418,-4.447398151,327.58,318800,2433.537967,3.87,-2.65,-0.11,0.59,-0.05,0.15,0.94,0.04,-0.032994792,0.15,0.09,0.04,0.17250253
12654,Kwale,39.54436195,-4.447476222,328.05,318825,2431.783522,3.9,-2.73,-0.11,0.59,-0.05,0.14,0.98,0.05,-0.035131393,0.14,0.1,0.05,0.17250253
12655,Kwale,39.54424828,-4.447552227,328.51,318850,2430.345939,4.08,-3.13,-0.13,0.59,-0.06,0.14,1.06,0.05,-0.040511744,0.14,0.11,0.05,0.173916164
12656,Kwale,39.54413437,-4.447628014,328.97,318875,2429.137872,4.39,-3.56,-0.15,0.59,-0.06,0.13,1.17,0.06,-0.042485706,0.13,0.12,0.06,0.173916164
12657,Kwale,39.54402684,-4.447697607,329.48,318900,2428.547567,4.64,-3.84,-0.16,0.59,-0.06,0.13,1.25,0.06,-0.040336703,0.13,0.12,0.06,0.173916164
12658,Kwale,39.5439175,-4.447766687,329.99,318925,2427.705358,4.9,-4.12,-0.17,0.59,-0.07,0.13,1.33,0.06,-0.049486983,0.13,0.13,0.06,0.173916164
12659,Kwale,39.54380399,-4.447835102,330.47,318950,2426.411472,4.96,-4.28,-0.18,0.59,-0.07,0.13,1.36,0.06,-0.049536674,0.13,0.14,0.06,0.173916164
12660,Kwale,39.54368421,-4.447907875,330.92,318975,2425.127948,5.26,-4.66,-0.19,0.59,-0.08,0.14,1.47,0.07,-0.055385903,0.14,0.15,0.07,0.173916164
12661,Kwale,39.54357817,-4.447969065,331.46,319000,2424.779458,5.37,-4.81,-0.2,0.59,-0.08,0.14,1.51,0.07,-0.055322283,0.14,0.15,0.07,0.173916164
12662,Kwale,39.54347122,-4.448028654,332,319025,2424.237168,5.49,-4.96,-0.21,0.59,-0.08,0.14,1.55,0.07,-0.056212444,0.14,0.15,0.07,0.173916164
12663,Kwale,39.54336404,-4.448087899,332.54,319050,2423.886828,5.64,-5.1,-0.21,0.59,-0.09,0.14,1.59,0.08,-0.061428699,0.14,0.16,0.08,0.173916164
12664,Kwale,39.54324884,-4.448151327,333.04,319075,2422.933286,5.78,-5.23,-0.22,0.59,-0.09,0.14,1.65,0.08,-0.061911475,0.14,0.16,0.08,0.173916164
12665,Kwale,39.5431366,-4.448212115,333.55,319100,2422.389226,5.89,-5.5,-0.23,0.59,-0.09,0.14,1.72,0.08,-0.063153803,0.14,0.17,0.08,0.173916164
12666,Kwale,39.54302391,-4.448272055,334.06,319125,2422.251366,6.22,-5.77,-0.24,0.59,-0.09,0.13,1.82,0.09,-0.06198531,0.13,0.18,0.09,0.173916164
12667,Kwale,39.54291087,-4.448329258,334.58,319150,2421.869949,6.57,-6.03,-0.25,0.59,-0.1,0.13,1.91,0.09,-0.068278777,0.13,0.19,0.09,0.173916164
12668,Kwale,39.54280129,-4.448382146,335.13,319175,2421.493439,6.8,-6.21,-0.26,0.59,-0.1,0.12,1.98,0.09,-0.066206957,0.12,0.2,0.09,0.173916164
12669,Kwale,39.54268204,-4.448441558,335.61,319200,2420.908123,7.2,-6.47,-0.27,0.59,-0.1,0.12,2.11,0.1,-0.066863404,0.12,0.21,0.1,0.173916164
12670,Kwale,39.5425649,-4.448499196,336.11,319225,2420.533356,7.35,-6.57,-0.27,0.59,-0.1,0.11,2.14,0.1,-0.068681735,0.11,0.21,0.1,0.173916164
12671,Kwale,39.54244644,-4.448553077,336.61,319250,2419.597968,7.49,-6.89,-0.29,0.59,-0.1,0.11,2.23,0.11,-0.068646751,0.11,0.22,0.11,0.173916164
12672,Kwale,39.54232868,-4.448604958,337.12,319275,2419.195169,7.91,-7.18,-0.3,0.59,-0.11,0.11,2.35,0.11,-0.074886366,0.11,0.23,0.11,0.173916164
12673,Kwale,39.54220978,-4.448657459,337.62,319300,2418.952398,8.37,-7.49,-0.31,0.59,-0.11,0.11,2.47,0.12,-0.077834494,0.11,0.25,0.12,0.173916164
12674,Kwale,39.54208231,-4.44871208,338.07,319325,2418.171734,8.94,-7.65,-0.32,0.59,-0.12,0.1,2.6,0.12,-0.078243386,0.1,0.26,0.12,0.173916164
12675,Kwale,39.54195582,-4.448764232,338.54,319350,2417.217479,9.24,-8.13,-0.34,0.59,-0.12,0.1,2.72,0.13,-0.080939267,0.1,0.27,0.13,0.173916164
12676,Kwale,39.54184659,-4.448806973,339.11,319375,2416.994885,9.31,-8.26,-0.34,0.59,-0.12,0.1,2.76,0.13,-0.083189359,0.1,0.28,0.13,0.173916164
12677,Kwale,39.54172721,-4.448854155,339.62,319400,2416.791695,9.69,-8.67,-0.36,0.59,-0.13,0.1,2.89,0.14,-0.086449694,0.1,0.29,0.14,0.173916164
12678,Kwale,39.54159945,-4.448901797,340.09,319425,2416.110783,10.36,-9.1,-0.38,0.59,-0.13,0.09,3.08,0.15,-0.088714482,0.09,0.31,0.15,0.173916164
12679,Kwale,39.54147429,-4.448947831,340.57,319450,2415.564796,10.68,-9.14,-0.38,0.59,-0.13,0.09,3.15,0.15,-0.087682662,0.09,0.31,0.15,0.173916164
12680,Kwale,39.54136443,-4.44898628,341.15,319475,2415.43149,10.71,-9.16,-0.38,0.59,-0.13,0.09,3.15,0.15,-0.08925873,0.09,0.32,0.15,0.173916164
12681,Kwale,39.54123843,-4.449032002,341.63,319500,2415.105785,10.84,-9.66,-0.4,0.59,-0.14,0.09,3.29,0.16,-0.093361705,0.09,0.33,0.16,0.173916164
12682,Kwale,39.54111149,-4.44907498,342.11,319525,2414.641025,11.15,-10.25,-0.43,0.59,-0.14,0.09,3.48,0.17,-0.09270037,0.09,0.35,0.17,0.173916164
12683,Kwale,39.54098786,-4.449114679,342.61,319550,2414.817568,11.78,-10.5,-0.44,0.59,-0.15,0.09,3.64,0.17,-0.105629646,0.09,0.36,0.17,0.173916164
12684,Kwale,39.54087039,-4.44915254,343.15,319575,2415.171824,12.14,-10.58,-0.44,0.59,-0.15,0.08,3.73,0.18,-0.102146785,0.08,0.37,0.18,0.173916164
12685,Kwale,39.54074501,-4.449192345,343.64,319600,2415.643504,12.46,-10.73,-0.45,0.59,-0.15,0.08,3.8,0.18,-0.10346895,0.08,0.38,0.18,0.173916164
12686,Kwale,39.54061845,-4.449228262,344.14,319625,2415.395538,12.79,-10.88,-0.45,0.59,-0.16,0.08,3.87,0.18,-0.106403682,0.08,0.39,0.18,0.173916164
12687,Kwale,39.54049613,-4.449262914,344.65,319650,2415.347162,13.04,-11,-0.46,0.59,-0.16,0.08,3.92,0.19,-0.105259506,0.08,0.39,0.19,0.173916164
12688,Kwale,39.54037681,-4.449296666,345.19,319675,2415.516262,13.25,-11.21,-0.47,0.59,-0.16,0.08,4.02,0.19,-0.107481183,0.08,0.4,0.19,0.173916164
12689,Kwale,39.54025561,-4.449330319,345.71,319700,2415.738837,13.48,-11.44,-0.48,0.59,-0.16,0.08,4.15,0.2,-0.111496724,0.08,0.42,0.2,0.173916164
12690,Kwale,39.5401308,-4.449360654,346.22,319725,2415.373888,13.7,-11.71,-0.49,0.59,-0.17,0.08,4.28,0.2,-0.112601672,0.08,0.43,0.2,0.173916164
12691,Kwale,39.5400106,-4.449389035,346.76,319750,2415.385121,13.95,-11.9,-0.5,0.59,-0.17,0.08,4.34,0.21,-0.120512999,0.08,0.43,0.21,0.173916164
12692,Kwale,39.53989633,-4.449416192,347.32,319775,2415.581508,14.07,-11.98,-0.5,0.59,-0.17,0.08,4.37,0.21,-0.111133786,0.08,0.44,0.21,0.173916164
12693,Kwale,39.53978192,-4.449442489,347.89,319800,2415.822876,14.18,-12.07,-0.5,0.59,-0.17,0.07,4.41,0.21,-0.119763498,0.07,0.44,0.21,0.173916164
12694,Kwale,39.53966674,-4.449465276,348.46,319825,2415.506792,14.3,-12.16,-0.51,0.59,-0.17,0.07,4.44,0.21,-0.1203622,0.07,0.44,0.21,0.173916164
12695,Kwale,39.53955226,-4.44948792,349.03,319850,2415.429779,14.41,-12.24,-0.51,0.59,-0.17,0.07,4.47,0.21,-0.110939271,0.07,0.45,0.21,0.173916164
12696,Kwale,39.53942669,-4.44951285,349.54,319875,2415.543089,14.77,-12.3,-0.51,0.59,-0.17,0.07,4.56,0.22,-0.117490691,0.07,0.46,0.22,0.173916164
12697,Kwale,39.53930095,-4.44953668,350.06,319900,2415.603428,15.13,-12.11,-0.5,0.59,-0.17,0.07,4.66,0.22,-0.11410732,0.07,0.47,0.22,0.173916164
12698,Kwale,39.5391798,-4.44955611,350.6,319925,2415.153301,15.37,-11.99,-0.5,0.59,-0.17,0.07,4.72,0.22,-0.117996157,0.07,0.47,0.22,0.173916164
12699,Kwale,39.53906299,-4.449574647,351.16,319950,2414.964633,15.37,-11.92,-0.5,0.59,-0.17,0.07,4.73,0.22,-0.115348707,0.07,0.47,0.22,0.173916164
12700,Kwale,39.53892788,-4.449595193,351.63,319975,2415.160905,15.75,-11.99,-0.5,0.59,-0.17,0.07,4.8,0.23,-0.116239288,0.07,0.48,0.23,0.173916164
12701,Kwale,39.53879251,-4.449613765,352.09,320000,2415.463811,16.33,-11.97,-0.5,0.59,-0.17,0.06,4.93,0.23,-0.117720405,0.06,0.49,0.23,0.173916164
12702,Kwale,39.53865669,-4.44962896,352.56,320025,2415.173113,16.9,-11.62,-0.48,0.59,-0.16,0.05,5.04,0.24,-0.108932724,0.05,0.5,0.24,0.173916164
12703,Kwale,39.53853436,-4.449642868,353.1,320050,2414.960855,17.03,-11.46,-0.48,0.59,-0.16,0.05,5.06,0.24,-0.106214502,0.05,0.51,0.24,0.173916164
12704,Kwale,39.53840271,-4.449657665,353.59,320075,2414.998233,17.05,-11.17,-0.47,0.59,-0.15,0.05,5.04,0.24,-0.099126564,0.05,0.5,0.24,0.173916164
12705,Kwale,39.53827102,-4.449671908,354.08,320100,2415.088566,17.07,-10.64,-0.44,0.59,-0.14,0.04,5,0.24,-0.098733961,0.04,0.5,0.24,0.173916164
12706,Kwale,39.53813903,-4.44968335,354.57,320125,2415.222319,17.34,-10.1,-0.42,0.59,-0.14,0.04,5,0.24,-0.094095316,0.04,0.5,0.24,0.173916164
12707,Kwale,39.53800163,-4.449694285,355.03,320150,2415.747903,17.77,-9.62,-0.4,0.59,-0.13,0.03,5.1,0.24,-0.090730875,0.03,0.51,0.24,0.173916164
12708,Kwale,39.53786888,-4.449704069,355.51,320175,2416.112807,17.97,-9.23,-0.38,0.59,-0.12,0.03,5.14,0.24,-0.078961348,0.03,0.51,0.24,0.173916164
12709,Kwale,39.53773665,-4.449712286,356,320200,2416.296501,18.17,-8.85,-0.37,0.59,-0.12,0.03,5.17,0.25,-0.083007863,0.03,0.52,0.25,0.173916164
12710,Kwale,39.53760444,-4.449720502,356.49,320225,2416.655483,18.37,-8.48,-0.35,0.59,-0.11,0.02,5.21,0.25,-0.074117844,0.02,0.52,0.25,0.173916164
12711,Kwale,39.53748018,-4.449728634,357.02,320250,2417.115389,18.49,-8.25,-0.34,0.59,-0.1,0.02,5.23,0.25,-0.069990838,0.02,0.52,0.25,0.173916164
12712,Kwale,39.53734375,-4.449736896,357.48,320275,2417.872423,18.74,-7.8,-0.32,0.59,-0.09,0.02,5.29,0.25,-0.063249053,0.02,0.53,0.25,0.173916164
12713,Kwale,39.53720719,-4.449741462,357.95,320300,2417.971346,18.8,-7.35,-0.31,0.59,-0.08,0.01,5.31,0.25,-0.05322598,0.01,0.53,0.25,0.173916164
12714,Kwale,39.53708014,-4.449744286,358.47,320325,2417.830423,18.74,-7.08,-0.29,0.59,-0.08,0.01,5.3,0.25,-0.053112196,0.01,0.53,0.25,0.173916164
12715,Kwale,39.53695828,-4.449747055,359.01,320350,2417.877345,18.7,-6.9,-0.29,0.59,-0.08,0.01,5.29,0.25,-0.055761639,0.01,0.53,0.25,0.173916164
12716,Kwale,39.53682823,-4.44974991,359.51,320375,2418.139029,18.62,-6.57,-0.27,0.59,-0.07,0.01,5.29,0.25,-0.046953978,0.01,0.53,0.25,0.173916164
12717,Kwale,39.53670415,-4.449752702,0.04,320400,2418.599054,18.57,-6.36,-0.26,0.59,-0.07,0.01,5.29,0.25,-0.047284734,0.01,0.53,0.25,0.173916164
12718,Kwale,39.53658624,-4.449751072,0.61,320425,2418.332396,18.55,-6.26,-0.26,0.59,-0.06,0.01,5.29,0.25,-0.041695348,0.01,0.53,0.25,0.173916164
12719,Kwale,39.53646082,-4.449749392,1.13,320450,2418.221678,18.5,-6.02,-0.25,0.59,-0.06,0.01,5.3,0.25,-0.040912318,0.01,0.53,0.25,0.173916164
12720,Kwale,39.53633652,-4.4497477,1.66,320475,2418.32394,18.45,-5.8,-0.24,0.59,-0.06,0.01,5.3,0.25,-0.03970904,0.01,0.53,0.25,0.173916164
12721,Kwale,39.53621992,-4.449743167,2.24,320500,2418.105143,18.44,-5.73,-0.24,0.59,-0.06,0.01,5.3,0.25,-0.039289286,0.01,0.53,0.25,0.173916164
12722,Kwale,39.536109,-4.449737704,2.84,320525,2418.008686,18.46,-5.76,-0.24,0.59,-0.06,0.01,5.3,0.25,-0.039383027,0.01,0.53,0.25,0.173916164
12723,Kwale,39.53598711,-4.449732358,3.38,320550,2418.009294,18.43,-5.58,-0.23,0.59,-0.05,0.01,5.3,0.25,-0.032521139,0.01,0.53,0.25,0.173916164
12724,Kwale,39.53585745,-4.449725041,3.88,320575,2417.662254,18.38,-5.27,-0.22,0.59,-0.05,0,5.29,0.25,-0.0354549,0,0.53,0.25,0.173916164
12725,Kwale,39.53572794,-4.449714777,4.38,320600,2417.431125,18.62,-5.18,-0.22,0.59,-0.05,0,5.37,0.26,-0.035361326,0,0.54,0.26,0.173916164
12726,Kwale,39.53559841,-4.449704511,4.89,320625,2417.385384,18.87,-5.1,-0.21,0.59,-0.04,0,5.48,0.26,-0.027643908,0,0.55,0.26,0.173916164
12727,Kwale,39.53548701,-4.449694267,5.48,320650,2417.352288,18.87,-5.1,-0.21,0.59,-0.04,0,5.48,0.26,-0.02701046,0,0.55,0.26,0.173916164
12728,Kwale,39.53535814,-4.449680407,5.99,320675,2416.911816,19.12,-4.89,-0.2,0.59,-0.03,0,5.6,0.27,-0.019606558,0,0.56,0.27,0.173916164
12729,Kwale,39.53522861,-4.449666503,6.49,320700,2416.651744,19.38,-4.67,-0.19,0.59,-0.03,0,5.69,0.27,-0.021270465,0,0.57,0.27,0.173916164
12730,Kwale,39.53511016,-4.449653131,7.04,320725,2416.652875,19.49,-4.59,-0.19,0.59,-0.03,0,5.74,0.27,-0.020925322,0,0.57,0.27,0.173916164
12731,Kwale,39.53498502,-4.449637714,7.57,320750,2416.438507,19.69,-4.42,-0.18,0.59,-0.02,0,5.82,0.28,-0.014062646,0,0.58,0.28,0.173916164
12732,Kwale,39.53485587,-4.449620833,8.07,320775,2416.097064,19.92,-4.2,-0.18,0.59,-0.02,0,5.93,0.28,-0.013991155,0,0.59,0.28,0.173916164
12733,Kwale,39.53473418,-4.44960305,8.6,320800,2415.755147,19.94,-4.07,-0.17,0.59,-0.02,0,5.98,0.28,-0.014161005,0,0.6,0.28,0.173916164
12734,Kwale,39.53461304,-4.449585306,9.15,320825,2415.637647,19.97,-3.95,-0.16,0.59,-0.02,0,6.02,0.29,-0.01357991,0,0.6,0.29,0.173916164
12735,Kwale,39.53448418,-4.44956632,9.65,320850,2415.720082,20.15,-3.77,-0.16,0.59,-0.02,0,6.08,0.29,-0.01316993,0,0.61,0.29,0.173916164
12736,Kwale,39.534359,-4.449546824,10.17,320875,2416.241511,20.51,-3.81,-0.16,0.59,-0.02,0,6.19,0.29,-0.013208427,0,0.62,0.29,0.173916164
12737,Kwale,39.53424234,-4.449525011,10.73,320900,2416.152251,20.67,-3.75,-0.16,0.59,-0.02,0,6.26,0.3,-0.013768243,0,0.63,0.3,0.173916164
12738,Kwale,39.53411445,-4.449500547,11.23,320925,2416.091359,21.12,-3.58,-0.15,0.59,-0.01,0,6.43,0.31,-0.0066738,0,0.64,0.31,0.173916164
12739,Kwale,39.53398658,-4.449476085,11.73,320950,2416.215099,21.24,-3.41,-0.14,0.59,0,0,6.53,0.31,0,0,0.65,0.31,0.173916164
12740,Kwale,39.53386655,-4.449450665,12.27,320975,2416.079004,21.29,-3.31,-0.14,0.59,0,0,6.55,0.31,0,0,0.65,0.31,0.173916164
12741,Kwale,39.53373941,-4.44942264,12.77,321000,2415.781907,21.37,-3.13,-0.13,0.59,0,0,6.56,0.31,0,0,0.66,0.31,0.173916164
12742,Kwale,39.53361592,-4.449395258,13.29,321025,2415.716618,21.43,-3,-0.12,0.59,0,0,6.57,0.31,0,0,0.66,0.31,0.173916164
12743,Kwale,39.53348907,-4.449365743,13.79,321050,2415.458512,21.51,-2.83,-0.12,0.59,0,0,6.58,0.31,0,0,0.66,0.31,0.173916164
12744,Kwale,39.53336269,-4.449334097,14.29,321075,2414.932011,21.31,-2.65,-0.11,0.59,0,0,6.54,0.31,0,0,0.65,0.31,0.173916164
12745,Kwale,39.53323661,-4.449301127,14.79,321100,2414.88916,21.24,-2.57,-0.11,0.59,-0.01,0,6.48,0.31,-0.007051667,0,0.65,0.31,0.173916164
12746,Kwale,39.53311426,-4.449268372,15.31,321125,2414.877626,21.18,-2.42,-0.1,0.59,-0.01,0,6.46,0.31,-0.00664501,0,0.65,0.31,0.173916164
12747,Kwale,39.53299222,-4.449232698,15.83,321150,2414.420798,21.13,-2.27,-0.09,0.59,-0.01,0,6.43,0.31,-0.006911486,0,0.64,0.31,0.173916164
12748,Kwale,39.53286708,-4.449196213,16.33,321175,2414.139143,21.06,-2.08,-0.09,0.59,-0.01,0,6.4,0.3,-0.006838546,0,0.64,0.3,0.173916164
12749,Kwale,39.5327419,-4.449159722,16.83,321200,2414.041345,21,-1.9,-0.08,0.59,-0.01,0,6.36,0.3,-0.006886719,0,0.64,0.3,0.173916164
12750,Kwale,39.53262249,-4.449122698,17.36,321225,2413.826997,20.99,-1.77,-0.07,0.59,-0.01,0,6.32,0.3,-0.007013116,0,0.63,0.3,0.173916164
12751,Kwale,39.53249818,-4.449083736,17.86,321250,2413.882316,21.11,-1.58,-0.07,0.59,-0.02,0,6.28,0.3,-0.013588965,0,0.63,0.3,0.173916164
12752,Kwale,39.53237448,-4.449042912,18.36,321275,2413.689036,21.22,-1.4,-0.06,0.59,-0.02,0,6.26,0.3,-0.014083859,0,0.63,0.3,0.173916164
